"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Chad Jenkins","Blue Jays","1","0","0","10","3","33.1","4.05","1.62","0.81",".262","74.0 %","45.8 %","8.3 %","2.70","3.95","4.25","0.2","10326"
"Chris Withrow","Dodgers","3","0","1","26","0","34.2","11.16","3.38","1.30",".205","88.5 %","35.9 %","14.7 %","2.60","3.57","3.03","0.2","7161"
"Joakim Soria","Rangers","1","0","0","26","0","23.2","10.65","5.32","0.76",".286","76.2 %","51.8 %","11.8 %","3.80","3.68","3.56","0.2","6941"
"Francisley Bueno","Royals","1","0","0","7","0","8.1","5.40","2.16","0.00",".167","100.0 %","52.4 %","0.0 %","0.00","2.57","4.04","0.2","5980"
"Esmil Rogers","Blue Jays","5","9","0","44","20","137.2","6.28","2.88","1.37",".304","73.0 %","47.2 %","15.8 %","4.77","4.73","4.06","0.2","6317"
"John Danks","White Sox","4","14","0","22","22","138.1","5.79","1.76","1.82",".283","70.7 %","41.4 %","16.8 %","4.75","5.06","4.08","0.2","6329"
"Sean O'Sullivan","Padres","0","2","0","7","3","25.0","4.32","5.04","0.00",".341","73.9 %","45.6 %","0.0 %","3.96","3.89","5.64","0.2","9137"
"Jon Rauch","Marlins","1","2","0","15","0","16.2","8.10","3.78","0.54",".393","57.4 %","45.5 %","5.6 %","7.56","3.47","4.16","0.2","1475"
"Cesar Ramos","Rays","2","2","1","48","0","67.1","7.08","2.94","0.80",".293","72.3 %","40.9 %","8.2 %","4.14","3.70","4.02","0.2","3357"
"Stolmy Pimentel","Pirates","0","0","0","5","0","9.1","8.68","1.93","0.00",".222","50.0 %","40.7 %","0.0 %","1.93","1.76","3.37","0.2","6415"
"Brandon Gomes","Rays","3","1","0","26","0","19.1","13.50","3.26","1.86",".326","51.6 %","22.2 %","13.8 %","6.52","3.82","3.18","0.2","2267"
"Joe Ortiz","Rangers","2","2","0","32","0","44.2","5.44","2.01","1.01",".283","61.2 %","39.5 %","11.6 %","4.23","3.97","3.83","0.2","7955"
"Matt Daley","Yankees","1","0","0","7","0","6.0","12.00","0.00","0.00",".167","100.0 %","58.3 %","0.0 %","0.00","0.88","1.79","0.2","7952"
"Matt Shoemaker","Angels","0","0","0","1","1","5.0","9.00","3.60","0.00",".167","100.0 %","41.7 %","0.0 %","0.00","2.25","3.34","0.2","4776"
"Jerome Williams","Angels","9","10","0","37","25","169.1","5.69","2.92","1.22",".293","70.7 %","47.1 %","13.1 %","4.57","4.60","4.24","0.1","1137"
"Preston Claiborne","Yankees","0","2","0","44","0","50.1","7.51","2.50","1.25",".295","76.9 %","44.8 %","12.3 %","4.11","4.14","3.88","0.1","10500"
"Dustin McGowan","Blue Jays","0","0","0","25","0","25.2","9.12","4.21","0.70",".236","72.9 %","46.6 %","6.9 %","2.45","3.67","4.20","0.1","8600"
"Brad Peacock","Astros","5","6","0","18","14","83.1","8.32","4.00","1.62",".270","69.1 %","36.8 %","13.6 %","5.18","4.98","4.44","0.1","5401"
"Edward Mujica","Cardinals","2","1","37","65","0","64.2","6.40","0.70","1.25",".263","86.1 %","45.2 %","11.7 %","2.78","3.71","3.53","0.1","3970"
"Jimmy Nelson","Brewers","0","0","0","4","1","10.0","7.20","4.50","0.00",".083","85.7 %","41.7 %","0.0 %","0.90","2.95","3.77","0.1","10547"
"Vic Black","- - -","3","0","1","18","0","17.0","7.94","3.18","0.53",".308","76.3 %","30.2 %","4.0 %","3.71","3.46","4.70","0.1","9195"
"Lucas Luetge","Mariners","1","3","0","35","0","37.0","6.57","3.89","0.49",".339","66.4 %","49.6 %","6.7 %","4.86","3.75","4.16","0.1","8337"
"Sam Freeman","Cardinals","1","0","0","13","0","12.1","5.84","3.65","0.00",".216","76.9 %","38.9 %","0.0 %","2.19","2.97","4.63","0.1","6832"
"Rich Hill","Indians","1","2","0","63","0","38.2","11.87","6.75","0.70",".361","60.2 %","41.8 %","8.1 %","6.28","3.82","4.12","0.1","4806"
"Joe Martinez","Indians","1","0","0","2","0","5.0","5.40","0.00","0.00",".250","75.0 %","18.8 %","0.0 %","1.80","1.85","3.76","0.1","3935"
"Kris Johnson","Pirates","0","2","0","4","1","10.1","7.84","3.48","0.00",".375","58.8 %","46.9 %","0.0 %","6.10","2.76","3.95","0.1","886"
"Donnie Veal","White Sox","2","3","0","50","0","29.1","8.90","4.91","0.92",".295","68.8 %","52.6 %","12.5 %","4.60","4.04","3.82","0.1","4741"
"Frank Francisco","Mets","1","0","1","8","0","6.1","8.53","4.26","0.00",".250","62.5 %","43.8 %","0.0 %","4.26","3.05","4.34","0.1","1933"
"Juan Gutierrez","- - -","1","5","0","53","0","55.1","7.32","3.25","0.81",".309","68.6 %","42.6 %","8.1 %","4.23","3.73","4.09","0.1","3265"
"Jake Arrieta","- - -","5","4","0","14","14","75.1","7.17","4.90","1.08",".239","69.3 %","40.4 %","12.3 %","4.78","4.84","4.61","0.1","4153"
"Ryan Mattheus","Nationals","0","2","0","37","0","35.1","5.60","3.82","0.25",".398","62.5 %","57.8 %","4.0 %","6.37","3.44","4.04","0.1","7169"
"Luis Mendoza","Royals","2","6","0","22","15","94.0","5.17","4.12","0.96",".311","66.7 %","50.0 %","10.6 %","5.36","4.75","4.73","0.1","3126"
"Keith Butler","Cardinals","0","0","0","16","0","20.0","7.20","4.95","0.00",".228","64.0 %","24.6 %","0.0 %","4.05","3.25","5.43","0.1","10080"
"Matt Guerrier","- - -","4","4","0","49","0","42.2","6.33","3.59","0.63",".308","68.7 %","42.7 %","6.3 %","4.01","3.82","4.44","0.1","2061"
"Luis Perez","Blue Jays","0","1","0","6","0","5.0","10.80","3.60","0.00",".308","50.0 %","53.8 %","0.0 %","5.40","1.85","2.67","0.1","6389"
"Jake Petricka","White Sox","1","1","0","16","0","19.1","4.66","4.66","0.00",".313","77.4 %","62.9 %","0.0 %","3.26","3.72","4.43","0.1","10534"
"Neil Wagner","Blue Jays","2","4","0","36","0","38.0","7.82","3.08","1.18",".312","78.3 %","44.1 %","16.1 %","3.79","4.13","3.53","0.1","8162"
"Mickey Storey","Blue Jays","0","0","0","3","0","4.0","13.50","2.25","0.00",".500","57.1 %","25.0 %","0.0 %","6.75","0.80","3.19","0.1","4721"
"Cesar Cabral","Yankees","0","0","0","8","0","3.2","14.73","2.45","0.00",".429","80.0 %","28.6 %","0.0 %","2.45","1.41","1.78","0.1","6741"
"Neftali Feliz","Rangers","0","0","0","6","0","4.2","7.71","3.86","0.00",".357","100.0 %","21.4 %","0.0 %","0.00","3.26","5.31","0.1","18"
"Donnie Joseph","Royals","0","0","0","6","0","5.2","11.12","6.35","0.00",".286","100.0 %","30.8 %","0.0 %","0.00","2.69","4.14","0.1","6491"
"Jair Jurrjens","Orioles","0","0","0","2","1","7.1","7.36","1.23","1.23",".348","69.8 %","25.0 %","7.1 %","4.91","3.59","4.43","0.1","5556"
"Luis Ayala","- - -","2","1","0","39","0","33.0","6.00","3.55","0.55",".340","80.9 %","58.9 %","9.5 %","3.27","3.68","3.77","0.1","1650"
"John Gast","Cardinals","2","0","0","3","3","12.1","5.84","3.65","0.73",".263","61.6 %","53.8 %","8.3 %","5.11","4.02","4.30","0.1","11133"
"Adam Warren","Yankees","3","2","1","34","2","77.0","7.48","3.51","1.17",".311","84.7 %","45.3 %","13.2 %","3.39","4.32","3.98","0.1","9029"
"Scott Atchison","Mets","3","3","0","51","0","45.1","5.56","2.38","0.79",".273","58.4 %","48.7 %","8.5 %","4.37","3.75","4.02","0.1","2642"
"Darren Oliver","Blue Jays","3","4","0","50","0","49.0","7.35","2.76","1.10",".291","71.9 %","47.5 %","13.0 %","3.86","4.05","3.74","0.1","206"
"Charles Brewer","Diamondbacks","0","0","0","4","0","6.0","7.50","3.00","0.00",".400","80.0 %","45.0 %","0.0 %","3.00","2.38","3.75","0.1","9155"
"J.J. Putz","Diamondbacks","3","1","6","40","0","34.1","9.96","4.46","1.05",".272","90.9 %","50.6 %","14.8 %","2.36","3.83","3.39","0.1","1795"
"Chad Bettis","Rockies","1","3","0","16","8","44.2","6.04","4.03","1.21",".327","62.7 %","46.7 %","12.2 %","5.64","4.93","4.68","0.1","10587"
"Matt Thornton","- - -","0","4","0","60","0","43.1","6.23","3.12","0.83",".316","75.3 %","50.7 %","9.8 %","3.74","4.04","4.13","0.1","1918"
"Zach Britton","Orioles","2","3","0","8","7","40.0","4.05","3.83","0.90",".338","73.0 %","58.0 %","12.5 %","4.95","4.80","4.59","0.1","3240"
"Greg Burke","Mets","0","3","0","32","0","31.2","7.96","4.26","0.85",".364","57.6 %","51.8 %","10.3 %","5.68","3.93","3.95","0.1","6282"
"Jose Dominguez","Dodgers","0","0","0","9","0","8.1","4.32","3.24","0.00",".355","80.0 %","36.7 %","0.0 %","2.16","3.53","5.33","0.1","11571"
"Brad Hand","Marlins","1","1","0","7","2","20.2","6.53","3.48","0.87",".193","76.9 %","42.4 %","9.1 %","3.05","4.02","4.21","0.1","9111"
"Mauricio Robles","Phillies","0","0","0","3","0","4.2","11.57","5.79","0.00",".438","70.0 %","50.0 %","0.0 %","1.93","2.40","4.16","0.1","8895"
"Chris Rusin","Cubs","2","6","0","13","13","66.1","4.88","3.26","1.09",".275","77.0 %","48.1 %","12.9 %","3.93","4.75","4.46","0.1","9895"
"Jeremy Jeffress","Blue Jays","1","0","0","10","0","10.1","10.45","4.35","0.87",".280","100.0 %","69.2 %","50.0 %","0.87","3.43","2.44","0.1","9490"
"Dale Thayer","Padres","3","5","1","69","0","65.0","8.86","3.05","1.11",".293","80.8 %","41.2 %","12.3 %","3.32","3.79","3.55","0.1","5032"
"Luke Putkonen","Tigers","1","3","0","30","0","29.2","8.49","2.73","1.21",".302","83.8 %","55.7 %","13.3 %","3.03","3.82","3.45","0.1","6736"
"Phil Irwin","Pirates","0","0","0","1","1","4.2","7.71","7.71","0.00",".400","50.0 %","64.3 %","0.0 %","7.71","3.90","4.49","0.1","9489"
"Fernando Salas","Cardinals","0","3","0","27","0","28.0","7.07","1.93","0.96",".279","63.8 %","32.2 %","6.5 %","4.50","3.62","4.47","0.1","4971"
"Phillippe Aumont","Phillies","1","3","0","22","0","19.1","8.84","6.05","0.00",".400","72.5 %","49.2 %","0.0 %","4.19","3.57","4.48","0.1","5362"
"Michael Kirkman","Rangers","0","2","1","25","0","22.0","10.23","6.14","0.82",".466","64.3 %","37.3 %","7.7 %","8.18","4.00","4.44","0.1","9877"
"Chad Billingsley","Dodgers","1","0","0","2","2","12.0","4.50","3.75","0.75",".297","83.3 %","41.7 %","8.3 %","3.00","4.38","4.66","0.1","5842"
"Wesley Wright","- - -","0","4","0","71","0","53.2","9.22","3.19","1.17",".318","78.6 %","50.3 %","16.3 %","3.69","3.92","3.32","0.1","5960"
"Tyler Skaggs","Diamondbacks","2","3","0","7","7","38.2","8.38","3.49","1.63",".282","70.8 %","44.8 %","17.1 %","5.12","4.86","3.95","0.1","10190"
"Logan Ondrusek","Reds","3","1","0","52","0","55.0","8.67","2.62","1.31",".290","74.8 %","45.5 %","14.3 %","4.09","3.94","3.44","0.1","3677"
"Dellin Betances","Yankees","0","0","0","6","0","5.0","18.00","3.60","1.80",".615","52.1 %","35.7 %","25.0 %","10.80","2.85","1.34","0.0","6216"
"Erasmo Ramirez","Mariners","5","3","0","14","13","72.1","7.09","3.24","1.49",".300","70.2 %","42.5 %","14.3 %","4.98","4.83","4.26","0.0","10314"
"David Martinez","Astros","1","0","0","4","0","11.1","4.76","2.38","0.79",".357","45.5 %","41.0 %","5.9 %","7.15","3.93","4.83","0.0","8893"
"Justin De Fratus","Phillies","3","3","0","58","0","46.2","8.10","4.82","0.58",".316","76.3 %","43.6 %","7.5 %","3.86","4.01","4.35","0.0","4955"
"Steven Ames","Marlins","0","1","0","4","0","4.0","9.00","4.50","0.00",".462","75.0 %","58.3 %","0.0 %","4.50","2.55","3.23","0.0","9615"
"Alfredo Simon","Reds","6","4","1","63","0","87.2","6.47","2.67","0.82",".236","78.2 %","45.3 %","8.6 %","2.87","3.96","4.22","0.0","2155"
"Josh Beckett","Dodgers","0","5","0","8","8","43.1","8.52","3.12","1.66",".323","65.7 %","39.1 %","16.3 %","5.19","4.66","3.81","0.0","510"
"Cody Eppley","Yankees","0","0","0","2","0","1.2","5.40","0.00","0.00",".571","0.0 %","85.7 %","0.0 %","21.60","1.85","1.85","0.0","9095"
"Xavier Cedeno","- - -","0","0","0","16","0","12.1","6.57","5.84","0.00",".366","52.0 %","60.0 %","0.0 %","6.57","4.02","5.13","0.0","36"
"Jake Westbrook","Cardinals","7","8","0","21","19","116.2","3.39","3.86","0.54",".303","67.5 %","56.3 %","7.4 %","4.63","4.62","4.95","0.0","412"
"Evan Scribner","Athletics","0","0","0","18","0","26.2","6.41","2.36","1.01",".271","69.4 %","35.2 %","7.3 %","4.39","3.87","4.51","0.0","7525"
"Michael Stutes","Phillies","3","1","0","16","0","17.2","4.58","4.08","0.51",".232","55.6 %","40.0 %","4.2 %","4.58","4.29","5.41","0.0","6550"
"Evan Reed","Tigers","0","1","0","16","0","23.1","6.56","3.09","0.77",".338","61.4 %","52.6 %","10.0 %","4.24","3.86","3.92","0.0","1349"
"Sandy Rosario","Giants","3","2","0","43","0","41.2","5.18","4.32","0.22",".274","76.0 %","44.7 %","2.6 %","3.02","3.65","4.58","0.0","1525"
"Chris Dwyer","Royals","0","0","0","2","0","3.0","6.00","3.00","0.00",".250","100.0 %","50.0 %","0.0 %","0.00","2.71","4.08","0.0","10045"
"Zach Duke","- - -","1","2","0","26","1","31.1","5.17","2.87","0.86",".327","59.0 %","50.5 %","9.4 %","6.03","4.20","4.35","0.0","3840"
"Hector Noesi","Mariners","0","1","0","12","1","27.1","6.91","3.95","0.99",".402","66.9 %","36.4 %","8.3 %","6.59","4.36","4.74","0.0","3292"
"Steve Johnson","Orioles","1","1","0","9","1","15.2","11.49","7.47","1.15",".316","57.9 %","25.6 %","11.1 %","7.47","4.64","4.55","0.0","4053"
"Duke Welker","Pirates","0","0","0","2","0","1.1","6.75","0.00","0.00",".000","100.0 %","33.3 %","0.0 %","0.00","1.55","3.60","0.0","792"
"C.C. Lee","Indians","0","0","0","8","0","4.1","8.31","6.23","0.00",".286","62.5 %","30.8 %","0.0 %","4.15","3.97","6.18","0.0","5177"
"David Murphy","Rangers","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0 %","0.0 %","0.0 %","0.00","1.05","2.41","0.0","6035"
"Ryan Raburn","Indians","0","0","0","1","0","1.0","9.00","0.00","0.00",".000","100.0 %","100.0 %","0.0 %","0.00","1.05","1.05","0.0","2218"
"Steven Wright","Red Sox","2","0","0","4","1","13.1","6.75","6.07","0.00",".308","63.6 %","38.5 %","0.0 %","5.40","3.80","5.23","0.0","8185"
"Josh Zeid","Astros","0","1","1","25","0","27.2","7.81","3.90","0.98",".295","77.6 %","48.1 %","13.6 %","3.90","4.13","3.81","0.0","6527"
"John McDonald","Phillies","0","0","0","1","0","0.1","27.00","0.00","0.00","1.000","100.0 %","50.0 %","0.0 %","0.00","-2.95","-2.95","0.0","395"
"Arquimedes Caminero","Marlins","0","0","0","13","0","13.0","8.31","2.08","1.38",".235","89.3 %","25.0 %","9.5 %","2.77","4.12","4.33","0.0","8992"
"Rob Johnson","Cardinals","0","0","0","1","0","0.1","27.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","-2.95","-2.95","0.0","8029"
"Alex Burnett","- - -","0","0","0","3","0","2.1","7.71","7.71","0.00",".500","57.1 %","30.0 %","0.0 %","11.57","3.90","6.83","0.0","4065"
"P.J. Walters","Twins","2","5","0","8","8","39.1","5.03","4.12","1.14",".336","63.5 %","39.7 %","9.4 %","5.95","5.03","5.22","0.0","9557"
"Josh Tomlin","Indians","0","0","0","1","0","2.0","0.00","0.00","0.00",".222","100.0 %","37.5 %","0.0 %","0.00","3.05","6.46","0.0","9388"
"Cristhian Martinez","Braves","0","0","0","2","0","2.1","0.00","0.00","0.00",".417","60.0 %","58.3 %","0.0 %","7.71","3.05","3.63","0.0","5337"
"Everett Teaford","Royals","0","0","0","1","0","0.2","0.00","0.00","0.00",".333","100.0 %","0.0 %","0.0 %","0.00","3.05","7.15","0.0","3732"
"Octavio Dotel","Tigers","0","0","0","6","0","4.2","7.71","7.71","0.00",".500","50.0 %","35.0 %","0.0 %","13.50","3.90","5.66","0.0","555"
"Jake Elmore","Astros","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","66.7 %","0.0 %","0.00","3.05","4.41","0.0","7290"
"Jamey Carroll","Twins","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","33.3 %","0.0 %","0.00","3.05","4.41","0.0","1591"
"Alberto Gonzalez","Yankees","0","0","0","1","0","0.1","0.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","3.05","7.15","0.0","4906"
"Sam Fuld","Rays","0","0","0","1","0","0.1","0.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","3.05","7.15","0.0","8254"
"Josh Harrison","Pirates","0","0","0","1","0","0.1","0.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","3.05","7.15","0.0","8202"
"Manny Corpas","Rockies","1","2","0","31","0","41.2","6.48","3.46","1.08",".278","72.0 %","44.9 %","12.5 %","4.54","4.39","4.14","0.0","2807"
"Shawn Tolleson","Dodgers","0","0","0","1","0","0.0","0.00","18.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","9.05","9.05","0.0","10481"
"Joe Savery","Phillies","2","0","0","18","0","20.0","6.30","4.95","0.45",".233","61.0 %","55.0 %","5.9 %","3.15","3.95","4.46","0.0","2835"
"Logan Kensing","Rockies","0","0","0","1","0","0.2","13.50","13.50","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","4.55","4.55","0.0","6166"
"Phil Coke","Tigers","0","5","1","49","0","38.1","7.04","4.93","0.70",".325","66.9 %","45.5 %","7.3 %","5.40","4.14","4.59","0.0","5535"
"Randall Delgado","Diamondbacks","5","7","0","20","19","116.1","6.11","1.78","1.86",".266","76.1 %","42.1 %","17.3 %","4.26","4.99","3.94","0.0","5985"
"Duane Below","Marlins","0","1","0","2","0","2.2","6.75","6.75","0.00",".545","62.5 %","36.4 %","0.0 %","10.12","3.80","5.85","0.0","3124"
"David Huff","- - -","3","1","0","14","2","37.2","7.41","2.15","1.67",".252","60.2 %","40.4 %","17.9 %","5.50","4.61","3.61","0.0","4257"
"Chris Narveson","Brewers","0","0","0","2","0","2.0","0.00","4.50","0.00",".143","100.0 %","50.0 %","0.0 %","0.00","4.55","5.91","0.0","2141"
"Alex Colome","Rays","1","1","0","3","3","16.0","6.75","5.06","1.13",".255","75.5 %","42.9 %","11.8 %","2.25","5.05","4.87","0.0","6661"
"Kevin Chapman","Astros","1","1","1","25","0","20.1","6.64","5.75","0.44",".211","82.0 %","38.9 %","4.8 %","1.77","4.28","5.05","0.0","11240"
"Wade LeBlanc","- - -","1","5","0","17","7","55.0","5.40","3.27","1.15",".332","64.6 %","39.1 %","9.1 %","5.40","4.76","5.02","0.0","5221"
"Zach Clark","Orioles","0","0","0","1","0","1.2","5.40","10.80","0.00",".429","40.0 %","42.9 %","0.0 %","16.20","5.45","8.73","0.0","9189"
"Clay Rapada","Indians","0","0","0","4","0","2.0","0.00","9.00","0.00",".143","100.0 %","28.6 %","0.0 %","0.00","6.05","8.10","0.0","4831"
"Wilmer Font","Rangers","0","0","0","2","0","1.1","0.00","13.50","0.00",".200","100.0 %","20.0 %","0.0 %","0.00","7.55","11.65","0.0","5257"
"Ross Wolf","Rangers","1","3","0","22","3","47.2","3.97","2.83","0.94",".321","74.6 %","47.3 %","11.4 %","4.15","4.54","4.43","0.0","4534"
"Jose Cisnero","Astros","2","2","0","28","0","43.2","8.45","4.53","1.03",".341","75.4 %","37.6 %","10.0 %","4.12","4.24","4.31","0.0","6399"
"Jeff Beliveau","Rays","0","0","0","1","0","0.2","0.00","13.50","0.00",".333","100.0 %","33.3 %","0.0 %","0.00","7.55","9.60","0.0","8504"
"Rafael Dolis","Cubs","0","0","0","5","0","5.0","0.00","3.60","0.00",".158","60.0 %","36.8 %","0.0 %","0.00","4.25","6.16","0.0","4185"
"Zach Putnam","Cubs","0","0","0","5","0","3.1","10.80","0.00","2.70",".571","26.3 %","53.3 %","33.3 %","18.90","4.55","1.88","0.0","9080"
"Ryan Brasier","Angels","0","0","0","7","0","9.0","7.00","4.00","1.00",".261","93.8 %","37.5 %","9.1 %","2.00","4.27","4.50","0.0","5615"
"Simon Castro","White Sox","0","1","0","4","0","6.2","8.10","4.05","1.35",".235","92.1 %","23.5 %","11.1 %","2.70","5.00","4.89","0.0","9243"
"Chris Bootcheck","Yankees","0","0","0","1","0","1.0","9.00","18.00","0.00",".500","75.0 %","50.0 %","0.0 %","9.00","7.05","8.41","0.0","1842"
"Pedro Beato","Red Sox","1","1","0","10","0","10.0","4.50","1.80","0.90",".297","73.5 %","31.6 %","5.0 %","3.60","4.25","5.68","0.0","1330"
"Miles Mikolas","Padres","0","0","0","2","0","1.2","5.40","5.40","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","5.45","7.91","0.0","9803"
"Matt Harrison","Rangers","0","2","0","2","2","10.2","10.12","5.91","1.69",".400","55.0 %","45.2 %","20.0 %","8.44","5.20","4.05","0.0","5551"
"Enny Romero","Rays","0","0","0","1","1","4.2","0.00","7.71","0.00",".071","100.0 %","64.3 %","0.0 %","0.00","5.62","6.79","0.0","4001"
"Cesar Jimenez","Phillies","1","1","0","19","0","17.0","5.82","5.29","0.53",".245","76.3 %","38.5 %","4.2 %","3.71","4.46","5.62","0.0","3762"
"Daniel Bard","Red Sox","0","0","0","2","0","1.0","9.00","18.00","0.00",".333","66.7 %","33.3 %","0.0 %","9.00","7.05","8.41","0.0","7115"
"Joe Paterson","Diamondbacks","0","0","0","2","0","2.1","7.71","0.00","0.00",".333","80.0 %","33.3 %","0.0 %","3.86","5.19","6.36","0.0","2565"
"Javy Guerra","Dodgers","0","0","0","9","0","10.2","10.13","5.06","0.84",".400","63.1 %","38.9 %","10.0 %","6.75","3.99","4.05","0.0","7407"
"Preston Guilmet","Indians","0","0","0","4","0","5.1","1.69","5.06","0.00",".333","45.5 %","33.3 %","0.0 %","10.12","4.36","6.92","0.0","7303"
"Ryan Reid","Pirates","0","0","1","7","0","11.0","5.73","2.45","0.82",".235","95.2 %","51.5 %","11.1 %","1.64","4.32","4.26","0.0","9385"
"Alberto Cabrera","Cubs","0","0","0","7","0","6.0","6.00","7.50","0.00",".350","76.9 %","31.6 %","0.0 %","4.50","4.71","6.08","0.0","8352"
"Troy Patton","Orioles","2","0","0","56","0","56.0","6.75","2.57","1.29",".295","78.7 %","45.3 %","12.7 %","3.70","4.42","4.10","0.0","8368"
"Josh Lueke","Rays","0","2","0","19","0","21.1","10.55","5.06","1.27",".345","75.5 %","31.7 %","9.4 %","5.06","4.36","4.58","0.0","5722"
"Skip Schumaker","Dodgers","0","0","0","2","0","2.0","4.50","13.50","0.00",".375","100.0 %","25.0 %","0.0 %","0.00","6.55","7.91","0.0","3704"
"David Holmberg","Diamondbacks","0","0","0","1","1","3.2","0.00","7.36","0.00",".353","66.7 %","25.0 %","0.0 %","7.36","5.50","8.48","0.0","7725"
"Blake Wood","Indians","0","0","0","2","0","1.1","6.75","20.25","0.00",".250","100.0 %","50.0 %","0.0 %","0.00","8.30","9.32","0.0","1345"
"Justin Germano","Blue Jays","0","0","0","1","0","2.0","4.50","0.00","4.50",".500","87.0 %","45.5 %","33.3 %","9.00","8.55","4.10","0.0","1938"
"Raul Valdes","Phillies","1","1","0","17","1","35.0","9.51","2.06","1.80",".357","54.5 %","31.1 %","14.0 %","7.46","4.39","3.74","0.0","1953"
"Franklin Morales","Red Sox","2","2","0","20","1","25.1","7.46","5.33","0.71",".310","74.0 %","38.9 %","7.4 %","4.62","4.55","4.98","0.0","5088"
"James Russell","Cubs","1","6","0","74","0","52.2","6.32","3.08","1.20",".258","79.7 %","33.3 %","8.9 %","3.59","4.45","4.77","0.0","4089"
"Santiago Casilla","Giants","7","2","2","57","0","50.0","6.84","4.50","0.36",".262","82.3 %","53.6 %","5.0 %","2.16","3.67","4.24","0.0","2873"
"Pedro Feliciano","Mets","0","2","0","25","0","11.1","7.15","4.76","0.79",".294","78.3 %","41.9 %","8.3 %","3.97","4.46","4.76","-0.1","1601"
"Brian Omogrosso","White Sox","0","2","0","12","0","16.1","8.82","4.96","1.10",".464","56.8 %","43.1 %","9.5 %","9.37","4.52","4.68","-0.1","1353"
"Kyle Farnsworth","- - -","3","1","2","48","0","38.1","6.57","2.35","1.17",".322","72.3 %","45.5 %","13.9 %","4.70","4.14","3.73","-0.1","278"
"Josh Edgin","Mets","1","1","1","34","0","28.2","6.28","3.77","0.63",".279","75.3 %","43.0 %","5.7 %","3.77","4.02","4.79","-0.1","10796"
"Eric O'Flaherty","Braves","3","0","0","19","0","18.0","5.50","2.50","1.00",".192","84.5 %","57.7 %","13.3 %","2.50","4.10","3.80","-0.1","5746"
"Aaron Laffey","- - -","0","0","0","5","3","12.2","6.39","7.11","0.71",".405","69.9 %","42.5 %","8.3 %","7.11","5.50","5.76","-0.1","6248"
"Josh Stinson","Orioles","0","0","0","11","1","17.0","6.35","1.59","2.12",".140","83.3 %","46.8 %","23.5 %","3.18","5.40","3.71","-0.1","3219"
"Chris Volstad","Rockies","0","0","0","6","0","8.1","3.24","1.08","1.08",".450","58.3 %","41.5 %","7.7 %","10.80","4.97","5.54","-0.1","9901"
"Sean Burnett","Angels","0","0","0","13","0","9.2","6.52","3.72","0.93",".286","100.0 %","63.0 %","20.0 %","0.93","4.19","3.55","-0.1","1886"
"Chris Hatcher","Marlins","0","1","0","7","0","8.2","7.27","4.15","1.04",".375","25.6 %","35.5 %","9.1 %","12.46","4.32","4.55","-0.1","3299"
"Justin Freeman","Reds","0","0","0","1","0","1.0","0.00","0.00","9.00",".250","0.0 %","40.0 %","33.3 %","18.00","16.05","7.15","-0.1","7568"
"Yordano Ventura","Royals","0","1","0","3","3","15.1","6.46","3.52","1.76",".227","87.8 %","48.9 %","17.6 %","3.52","5.33","4.30","-0.1","11855"
"Greg Reynolds","Reds","1","3","0","6","5","29.1","3.99","1.84","1.53",".314","70.7 %","42.9 %","11.9 %","5.52","5.40","5.14","-0.1","5712"
"Zach Phillips","Marlins","0","1","0","3","0","1.2","5.40","16.20","0.00",".429","83.3 %","66.7 %","0.0 %","5.40","7.25","8.89","-0.1","99"
"Zac Rosscup","Cubs","0","0","0","10","0","6.2","9.45","9.45","1.35",".133","100.0 %","12.5 %","9.1 %","1.35","6.05","6.35","-0.1","9419"
"Heath Bell","Diamondbacks","5","2","15","69","0","65.2","9.87","2.19","1.64",".337","82.7 %","43.0 %","18.5 %","4.11","4.10","3.08","-0.1","2080"
"Ted Lilly","Dodgers","0","2","0","5","5","23.0","7.04","3.91","1.57",".303","67.9 %","35.4 %","11.8 %","5.09","5.18","4.94","-0.1","833"
"Cory Burns","Rangers","1","0","0","10","0","11.1","3.97","5.56","0.79",".275","86.0 %","34.1 %","4.5 %","3.18","5.43","6.94","-0.1","6620"
"Anthony Recker","Mets","0","0","0","1","0","1.0","0.00","9.00","9.00",".000","0.0 %","0.0 %","25.0 %","18.00","19.05","11.51","-0.1","4063"
"Jairo Asencio","Orioles","0","0","0","4","0","2.1","15.43","7.71","3.86",".400","83.3 %","66.7 %","50.0 %","7.71","7.76","3.36","-0.1","3332"
"Kyle Gibson","Twins","2","4","0","10","10","51.0","5.12","3.53","1.24",".350","66.5 %","50.3 %","13.5 %","6.53","5.17","4.77","-0.1","10123"
